40,44,52,73
8,18,23,79
8,18,32,69
40,44,68,80
18,39,62,76
15,39,43,46
40,44,62,76
8,18,32,69
18,65,69,75
39,41,44,69
41,46,47,79
18,40,44,62
18,40,44,68
18,40,44,62
15,40,65,79
18,40,44,62
18,40,62,68
40,48,71,79
18,63,71,79
13,40,44,68
40,48,71,74
40,43,44,62
8,28,41,79
15,40,44,73
44,52,62,73
40,44,57,80
18,40,44,68
40,62,68,79
18,20,62,79
41,44,46,65
23,62,76,79
39,75,76,79
15,46,62,76
15,62,66,79
39,43,44,48
18,74,78,79
18,40,44,79
46,50,52,57
18,40,62,70
18,40,68,80
14,40,44,62
15,18,43,68
18,71,74,79
40,44,56,62
18,33,40,62
18,39,58,79
18,62,70,76
15,44,62,73
6,23,45,50
40,44,62,68
18,44,62,76
39,41,44,75
46,50,52,79
20,39,58,66
15,18,39,43
14,18,44,73
25,40,44,62
18,44,62,68
8,15,46,79
40,44,62,68
18,50,58,79
18,23,40,79
39,65,75,79
39,41,44,69
23,71,78,79
40,44,46,62
18,20,39,79
18,40,44,68
41,44,68,73
40,44,62,68
18,40,59,62
20,65,75,79
6,39,66,76
23,62,66,79
18,26,40,80
40,41,65,79
18,46,64,68
40,44,63,68
39,46,50,65
18,23,39,79
40,52,62,68
18,39,47,79
40,44,52,73
23,29,37,50
18,41,46,69
8,20,23,79
18,21,40,68
15,40,41,79
40,41,44,62
20,46,50,79
18,39,46,50
18,40,71,79
18,23,41,62
44,46,52,73
18,41,65,69
6,18,23,66
18,40,44,62
39,41,48,65
40,44,52,68
14,40,44,62
40,52,57,73
14,40,44,62
18,40,44,68
44,62,64,79
18,21,44,68
18,39,41,69
13,40,44,68
41,74,78,79
18,39,74,78
40,44,62,68
40,44,62,76
18,39,66,75
13,18,44,68
18,39,62,76
18,58,62,76
40,43,44,52
18,24,40,44
8,23,76,79
44,52,62,73
18,30,68,69
18,21,40,68
18,39,58,66
18,40,44,68
18,40,44,68
18,23,39,66
8,18,69,76
40,41,44,68
40,44,62,68
6,62,64,79
20,43,64,79
44,56,62,73
21,40,44,62
18,40,44,68
23,41,75,79
46,50,64,65
8,21,49,79
6,18,58,66
8,18,23,79
46,50,64,73
24,43,48,79
20,46,50,65
18,40,68,74
39,40,62,79
41,44,47,69
8,20,21,49
24,48,74,79
23,47,75,79
8,18,69,75
40,44,48,57
18,23,40,44
15,44,62,79
18,40,48,80
44,74,78,79
41,44,73,76
40,44,62,63
20,39,66,79
46,50,76,79
15,43,65,79
14,40,44,62
18,40,62,68
44,53,67,68
18,43,44,68
15,39,65,75
39,44,46,76
8,39,41,65
18,20,50,69
18,23,26,79
15,41,43,58
40,43,75,76
6,18,23,26
40,41,44,62
41,65,75,76
18,40,68,79
15,18,39,44
13,40,44,68
46,50,64,73
15,40,57,79
18,44,62,68
18,21,40,68
18,32,41,69
18,20,50,69
18,40,44,68
18,21,34,68
38,39,49,79
40,44,62,68
8,18,20,45
40,48,79,80
6,18,39,66
18,26,40,68
8,41,43,75
40,44,62,68
46,50,54,66
18,20,23,62
40,44,57,73
40,44,62,68
13,40,44,68
18,46,50,58
40,43,44,62
41,43,50,58
13,18,44,68
18,71,74,78
40,44,62,73
15,18,58,76
8,23,75,79
18,20,45,79
18,23,26,79
18,62,68,80
18,62,75,76
8,46,52,68
18,35,40,76
40,44,63,68
40,44,62,73
18,40,62,79
8,46,50,74
14,40,44,62
46,47,50,69
18,29,58,75
40,46,52,73
18,40,41,44
39,40,44,68
8,29,49,79
18,23,40,62
40,44,68,73
39,40,41,44
14,18,40,44
6,20,66,79
8,23,39,79
40,41,43,44
18,40,41,44
18,40,57,74
57,71,74,80
18,41,65,69
14,44,62,73
40,44,62,63
18,40,44,68
18,40,62,70
35,40,41,79
23,39,66,79
40,41,44,62
14,44,62,76
40,44,62,68
40,44,62,68
40,44,57,60
18,39,41,44
40,48,62,74
23,40,48,79
40,41,44,62
23,66,71,79
40,43,44,73
18,40,44,48
18,40,44,80
18,39,41,69
40,44,62,68
18,39,74,79
18,39,58,79
18,23,32,41
8,38,75,79
18,44,62,79
15,44,46,50
40,41,44,62
14,18,44,62
18,23,66,69
23,39,66,79
23,41,47,79
18,40,44,79
46,50,64,73
41,48,65,79
14,40,44,62
18,26,40,44
18,46,50,64
18,23,66,79
18,40,44,68
52,56,62,73
14,40,44,62
18,26,40,68
15,18,62,76
57,74,79,80
20,46,50,64
15,18,41,79
62,68,78,79
41,44,52,73
18,40,44,68
23,66,75,79
13,39,40,41
41,62,66,76
18,26,40,68
43,74,78,79
40,43,48,79
40,43,44,57
18,44,62,68
18,23,44,79
62,66,75,79
23,40,66,79
18,44,62,68
40,44,62,68
39,41,44,68
14,43,44,62
18,41,62,70
18,39,46,50
8,18,43,75
40,44,62,73
1,18,39,66
14,18,44,62
14,40,44,62
18,23,46,50
23,35,47,79
47,58,75,79
40,44,62,68
15,44,65,76
39,46,65,66
6,18,26,68
18,62,65,75
8,46,50,52
18,41,62,76
23,40,58,66
14,40,44,62
18,50,62,79
40,44,62,68
15,39,75,79
40,44,62,68
44,51,62,76
18,20,29,79
41,62,73,76
14,18,44,62
40,44,62,68
43,46,65,79
50,58,62,73
40,41,44,82
18,40,44,57
8,18,69,75
40,44,57,62
18,23,39,79
41,44,46,50
14,40,41,44
40,44,57,62
40,41,44,76
15,44,47,65
15,43,44,65
8,44,62,63
40,41,43,44
40,44,75,79
15,50,75,79
26,47,58,79
44,57,74,79
18,44,62,68
18,41,69,76
18,26,40,68
15,18,44,62
18,34,44,68
18,40,44,68
40,41,44,52
18,26,40,68
40,44,62,76
57,74,79,80
40,43,44,62
40,43,48,62
40,44,62,73
18,23,40,44
44,62,68,73
6,18,23,79
15,39,41,44
18,58,62,75
15,40,44,79
40,57,79,80
21,23,49,52
18,40,41,79
23,46,50,66
18,26,40,68
18,40,74,80
6,23,26,45
62,65,66,79
18,26,40,68
1,6,18,45
15,39,41,79
15,19,40,46
18,41,62,69
8,46,50,52
14,40,43,44
23,62,66,79
40,57,60,80
41,46,78,79
18,58,66,75
18,26,40,68
40,48,74,79
20,23,66,79
40,43,48,79
40,44,62,63
40,41,62,79
15,62,66,79
18,21,40,49
18,40,44,62
21,40,43,62
18,20,40,79
40,43,48,74
15,65,76,79
15,46,50,65
41,44,68,73
39,46,50,79
18,40,44,62
8,18,21,79
6,18,29,58
34,40,44,62
8,46,50,64
41,43,44,62
18,40,62,79
62,66,76,79
6,18,20,75
40,43,44,62
18,23,40,61
39,41,58,75
18,44,62,68
15,44,50,73
18,40,68,80
14,40,44,62
20,39,65,79
18,41,66,76
40,57,74,80
40,43,44,62
18,22,41,72
15,41,43,61
6,18,23,40
18,34,41,44
41,43,48,62
34,40,44,62
41,65,69,75
39,46,50,57
18,40,62,78
18,20,74,79
40,44,62,68
40,44,62,68
6,18,39,58
18,41,65,69
18,39,74,79
46,50,56,64
6,23,66,79
32,39,41,69
18,40,68,80
6,18,20,66
40,44,62,68
40,44,61,68
46,47,50,79
8,23,66,79
18,40,44,68
18,41,65,69
18,23,62,68
18,40,44,62
18,40,44,68
40,52,57,62
23,39,66,75
15,39,41,47
40,57,74,78
18,41,76,79
14,40,41,44
40,43,48,79
40,44,63,68
28,40,44,62
39,74,78,79
40,48,74,79
13,40,44,62
39,45,58,76
39,46,47,50
29,39,58,79
6,15,18,68
8,18,32,69
18,39,66,79
40,41,44,73
18,40,44,62
18,40,44,68
18,41,42,50
8,18,58,76
40,43,44,62
8,21,49,79
39,75,76,79
41,44,62,73
18,29,45,54
44,46,50,52
41,42,46,69
39,44,65,79
40,43,48,79
18,40,44,62
40,44,62,63
40,48,61,62
6,29,45,58
20,29,46,50
40,74,78,79
18,20,62,79
18,46,50,52
18,41,58,76
18,21,40,68
39,65,66,75
7,57,74,79
18,20,58,66
39,41,62,65
20,46,50,65
34,44,62,68
14,40,44,62
41,43,44,62
18,62,66,69
23,66,71,79
18,20,23,79
18,23,66,79
6,20,46,50
14,18,40,44
41,42,46,69
18,29,69,79
8,46,50,64
40,44,62,68
6,18,23,66
40,41,44,56
20,23,58,79
18,21,49,68
18,41,69,75
14,40,44,62
6,18,23,79
40,41,44,73
20,43,64,79
15,18,39,41
14,40,44,62
40,44,62,68
39,40,41,44
41,46,50,69
18,26,40,68
14,44,62,81
18,26,40,68
18,39,65,79
14,43,61,62
44,52,62,73
6,18,45,58
8,18,32,69
18,23,40,68
29,46,50,79
18,40,44,68
15,49,66,79
40,48,74,79
14,40,43,44
30,40,41,68
34,40,44,62
8,15,21,49
23,45,54,58
14,40,44,62
18,40,44,62
46,47,76,79
18,62,74,78
15,40,43,48
20,46,50,65
39,41,65,75
18,41,44,69
41,44,62,76
18,46,50,58
40,52,73,74
39,71,78,79
18,23,40,62
18,44,62,68
18,40,62,68
18,52,62,73
18,62,66,76
41,50,65,79
40,44,48,62
14,18,69,81
40,57,74,80
18,39,41,69
40,57,79,80
14,40,44,62
18,21,44,68
18,23,40,41
8,18,32,69
18,26,44,68
40,43,48,62
40,44,61,62
40,44,61,68
18,20,23,79
18,58,76,79
48,74,79,80
18,21,68,74
41,46,50,64
18,20,46,50
46,50,52,73
18,39,46,79
39,62,65,66
40,44,68,73
14,18,44,62
18,23,71,79
39,46,50,79
40,62,68,73
23,26,47,79
15,40,44,62
40,48,74,79
15,40,43,48
18,20,45,79
15,39,40,78
14,40,44,62
6,20,23,79
40,41,43,44
40,44,62,68
48,71,74,79
8,39,65,75
40,44,53,68
18,62,68,79
18,39,46,50
18,34,62,68
18,41,69,75
6,18,26,79
18,40,44,79
15,39,74,78
18,23,39,79
40,44,62,68
18,40,44,68
17,18,62,76
15,18,21,49
14,40,44,80
18,40,68,80
15,44,62,73
18,40,44,68
8,21,49,79
18,20,23,45
18,32,65,69
18,41,62,69
15,40,44,79
40,43,52,73
18,23,44,68
18,62,66,79
18,40,41,44
40,48,52,79
18,40,44,62
18,40,44,68
18,40,41,44
44,62,68,73
18,23,58,66
40,41,44,79
40,41,44,76
18,26,40,44
20,46,58,79
39,46,50,79
18,44,62,76
8,38,44,49
17,18,39,75
14,44,62,73
39,74,78,79
14,18,44,73
40,57,74,79
18,39,41,69
40,57,74,80
21,40,44,62
46,47,50,79
18,20,46,50
57,73,74,79
18,41,46,47
18,62,63,79
40,44,62,68
40,44,62,73
44,46,64,73
40,44,57,68
8,18,32,69
18,40,68,79
20,46,50,58
39,57,65,74
40,43,44,62
46,50,52,73
46,52,57,73
18,40,44,68
40,44,62,68
18,23,39,58
40,41,43,44
23,66,71,79
40,44,62,68
40,43,44,68
40,44,62,68
18,40,44,68
41,48,65,75
8,65,69,75
40,57,60,80
8,21,52,79
40,44,62,63
40,44,62,68
18,41,69,75
18,40,44,62
18,40,44,62
18,40,44,68
8,18,69,75
15,31,44,62
39,46,50,65
15,18,39,43
18,23,46,50
40,41,44,68
29,46,65,79
15,44,62,76
14,40,44,68
39,41,65,69
18,40,62,68
13,18,44,68
14,44,52,62
18,62,76,78
9,40,41,44
6,18,23,79
15,41,44,79
20,44,65,79
18,25,40,44
14,41,69,81
40,60,74,79
20,46,50,52
18,40,44,62
18,32,34,70
18,21,46,49
39,40,65,79
18,47,50,79
40,41,44,62
40,48,74,79
41,43,44,73
40,44,62,68
40,44,62,68
40,44,62,63
52,57,73,74
40,44,62,73
18,40,68,80
8,49,75,79
8,18,69,75
18,40,44,68
40,44,62,73
20,46,50,79
15,18,39,41
20,65,75,79
18,26,40,44
18,40,52,73
39,46,50,76
18,41,58,66
41,50,65,75
41,42,46,50
18,20,47,79
13,40,44,62
18,40,44,62
40,44,62,68
18,20,66,79
20,50,58,66
18,39,41,69
18,39,58,66
18,40,44,80
8,49,52,79
15,40,44,62
1,18,45,79
18,34,39,62
8,23,66,79
44,52,62,73
39,40,41,44
18,46,50,64
44,46,65,79
40,44,48,62
40,43,44,68
18,40,44,62
15,44,62,68
18,62,66,76
15,40,43,44
39,46,47,50
39,46,50,58
18,40,62,68
39,71,78,79
18,21,40,68
18,40,44,68
15,44,65,79
8,18,44,62
46,52,57,73
14,40,43,44
18,44,62,76
39,46,50,76
18,40,44,52
18,41,46,47
43,48,74,79
18,47,75,79
39,41,75,79
40,44,68,73
44,52,62,73
18,59,62
6,18,23,65
8,18,41,69
8,21,49,68
18,40,41,62
41,46,64,69
40,46,57,74
6,18,23,66
8,15,46,75
8,18,41,69
18,40,44,80
18,46,50,56
18,39,62,69
14,41,44,62
20,46,50,64
18,23,75,79
40,44,62,79
18,44,62,69
8,15,75,79
17,41,69,74
6,18,23,66
41,71,78,79
52,57,73,79
39,41,65,69
18,23,62,79
18,40,44,80
17,35,40,79
18,40,44,68
41,43,46,65
40,41,47,68
34,40,41,44
18,40,62,80
40,44,57,68
15,65,75,79
14,40,44,62
18,23,26,50
41,44,46,73
21,40,41,44
39,41,69,79
39,40,41,69
18,23,39,79
29,46,58,79
18,40,44,68
40,41,44,62
18,40,48,74
13,40,44,68
8,20,21,49
40,43,48,79
40,74,78,80
40,44,62,73
18,40,44,62
18,62,68,76
40,44,62,68
18,23,40,62
18,58,75,76
15,44,62,73
14,40,43,44
40,43,48,68
18,23,40,79
18,65,69,75
40,41,44,73
13,40,44,68
18,40,44,62
18,40,57,80
20,63,71,79
6,18,23,46
18,40,44,79
6,18,20,79
18,40,44,62
13,40,44,68
18,23,39,79
14,44,62,76
18,40,44,68
40,41,44,71
65,69,75,76
18,40,41,79
40,41,44,62
74,75,78,79
18,40,44,62
15,20,40,79
18,23,46,50
40,44,52,63
15,43,44,48
40,44,62,73
9,39,41,69
41,44,62,82
14,40,44,62
6,18,20,65
8,65,75,79
20,23,29,50
18,40,44,68
18,40,44,62
20,41,69,79
18,62,66,76
18,65,75,76
